payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,valid_date
T97302186794,16536,12.99,2025-02-17,Premium,2025-04-18,active,True,60 days
T82223714020,16537,4.99,2025-01-14,Student Plan,2025-02-13,active,True,30 days
T87217215967,16537,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30 days
T68297269788,16538,12.99,2025-01-14,Premium,2025-03-15,active,True,60 days
T74261401284,16539,4.99,2025-01-14,Student Plan,2025-02-13,churned,False,30 days
T80587650981,16540,7.99,2025-01-14,Standard,2025-02-13,active,True,30 days
T55885733607,16540,7.99,2025-02-16,Standard,2025-03-18,active,True,30 days
T99885807426,16541,7.99,2025-01-14,Standard,2025-02-13,active,True,30 days
T92202010132,16541,7.99,2025-02-14,Standard,2025-03-16,active,True,30 days
T74451246033,16542,4.99,2025-01-14,Student Plan,2025-02-13,churned,False,30 days
T52414188814,16543,4.99,2025-01-14,Student Plan,2025-02-13,active,True,30 days
T89230897387,16543,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30 days
T61496381959,16544,12.99,2025-01-15,Premium,2025-03-16,active,True,60 days
T57240849062,16545,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T69558219627,16545,4.99,2025-02-19,Student Plan,2025-03-21,active,True,30 days
T94631443590,16546,12.99,2025-01-15,Premium,2025-03-16,active,True,60 days
T76203995246,16547,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T59667250412,16547,12.99,2025-02-16,Premium,2025-04-17,active,True,60 days
T68518230096,16548,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T53519337067,16548,4.99,2025-02-18,Student Plan,2025-03-20,churned,False,30 days
T72163220913,16549,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T83545856461,16549,4.99,2025-02-16,Student Plan,2025-03-18,active,True,30 days
T79997268399,16550,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T78472695074,16550,7.99,2025-02-16,Standard,2025-03-18,active,True,30 days
T82784368193,16551,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T69594531784,16551,4.99,2025-02-19,Student Plan,2025-03-21,active,True,30 days
T63049879564,16552,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T82493193074,16552,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30 days
T88196719563,16553,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T88196719563,16553,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T64706298403,16553,4.99,2025-02-16,Student Plan,2025-03-18,active,True,30 days
T57025340663,16554,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T83717518579,16554,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30 days
T89630841245,16555,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T87322880867,16555,4.99,2025-02-18,Student Plan,2025-03-20,active,True,30 days
T99946465386,16556,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T92164876923,16556,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30 days
T91551878971,16557,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T96977837218,16557,7.99,2025-02-17,Standard,2025-03-19,active,True,30 days
T91369834680,16558,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T59894330892,16558,7.99,2025-02-16,Standard,2025-03-18,active,True,30 days
T78436705051,16559,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T54732154069,16559,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T84406325316,16560,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T57454509892,16560,4.99,2025-02-18,Student Plan,2025-03-20,active,True,30 days
T53664279756,16561,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T87419138419,16561,7.99,2025-02-15,Standard,2025-03-17,active,True,30 days
T50487751373,16562,12.99,2025-01-15,Premium,2025-03-16,active,True,60 days
T98182744430,16563,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T93411121237,16563,7.99,2025-02-17,Standard,2025-03-19,active,True,30 days
T87124683395,16564,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T62952028739,16564,12.99,2025-02-19,Premium,2025-04-20,active,True,60 days
T97704003061,16565,7.99,2025-01-15,Standard,2025-02-14,active,True,30 days
T97562063782,16565,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T61460901295,16566,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30 days
T99346380533,16566,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30 days
T65610194065,16567,12.99,2025-01-15,Premium,2025-03-16,active,True,60 days
T87670085019,16568,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T98902895077,16569,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T50292820216,16569,7.99,2025-02-16,Standard,2025-03-18,churned,False,30 days
T85828873367,16570,4.99,2025-01-16,Student Plan,2025-02-15,churned,False,30 days
T59304953808,16571,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T99507025236,16571,7.99,2025-02-16,Standard,2025-03-18,active,True,30 days
T68021816208,16572,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T99070447278,16573,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T76244881536,16574,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T58552593132,16574,7.99,2025-02-16,Standard,2025-03-18,active,True,30 days
T61159392873,16575,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T74368882077,16575,7.99,2025-02-17,Standard,2025-03-19,churned,False,30 days
T67742379415,16576,4.99,2025-01-16,Student Plan,2025-02-15,churned,False,30 days
T98496998613,16577,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T76684069383,16578,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30 days
T76684069383,16578,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30 days
T90487434645,16578,4.99,2025-02-19,Student Plan,2025-03-21,active,True,30 days
T67260656044,16579,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T68498953904,16580,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T78685160703,16580,12.99,2025-02-20,Premium,2025-04-21,active,True,60 days
T68219560373,16581,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T96604276005,16582,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30 days
T52108435987,16582,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30 days
T76538239040,16583,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T83795646545,16583,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T82153933300,16584,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T96411685172,16585,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T96411685172,16585,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T76384113790,16585,7.99,2025-02-17,Standard,2025-03-19,churned,False,30 days
T68806944255,16586,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T64170626982,16586,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T63129304551,16587,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30 days
T98525222556,16587,4.99,2025-02-17,Student Plan,2025-03-19,active,True,30 days
T61714082623,16588,4.99,2025-01-16,Student Plan,2025-02-15,churned,False,30 days
T62877381159,16589,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T68800991477,16590,4.99,2025-01-16,Student Plan,2025-02-15,churned,False,30 days
T72412281355,16591,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T72156202971,16591,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T69443010222,16592,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T99637777440,16593,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T86100304712,16593,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T60922311447,16594,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T57765580503,16594,7.99,2025-02-18,Standard,2025-03-20,churned,False,30 days
T85764405976,16595,12.99,2025-01-16,Premium,2025-03-17,churned,False,60 days
T78286433057,16596,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T55448950312,16597,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30 days
T93326887464,16597,4.99,2025-02-19,Student Plan,2025-03-21,active,True,30 days
T55006706354,16598,7.99,2025-01-16,Standard,2025-02-15,active,True,30 days
T95673399221,16598,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T53835249654,16599,12.99,2025-01-16,Premium,2025-03-17,active,True,60 days
T81072125029,16600,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T90142384047,16601,7.99,2025-01-17,Standard,2025-02-16,churned,False,30 days
T68363347336,16602,7.99,2025-01-17,Standard,2025-02-16,active,True,30 days
T70842962781,16602,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T66357020015,16603,7.99,2025-01-17,Standard,2025-02-16,active,True,30 days
T65533663256,16603,7.99,2025-02-21,Standard,2025-03-23,churned,False,30 days
T98891790950,16604,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T99367635476,16605,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T86989222970,16606,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T83588776587,16607,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T97190141312,16607,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30 days
T57470833963,16608,12.99,2025-01-17,Premium,2025-03-18,churned,False,60 days
T56875822338,16609,7.99,2025-01-17,Standard,2025-02-16,churned,False,30 days
T55912969783,16610,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T59997358162,16610,4.99,2025-02-21,Student Plan,2025-03-23,churned,False,30 days
T78925251815,16611,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T94620238868,16611,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T83676318051,16612,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T72293935687,16613,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T89505615094,16614,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T94066034521,16615,7.99,2025-01-17,Standard,2025-02-16,active,True,30 days
T69828753080,16615,7.99,2025-02-19,Standard,2025-03-21,churned,False,30 days
T95033716767,16616,7.99,2025-01-17,Standard,2025-02-16,active,True,30 days
T88991083127,16616,7.99,2025-02-17,Standard,2025-03-19,churned,False,30 days
T60781479626,16617,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T83374259345,16617,4.99,2025-02-19,Student Plan,2025-03-21,active,True,30 days
T76533773197,16618,7.99,2025-01-17,Standard,2025-02-16,active,True,30 days
T61625268120,16618,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T63937455434,16619,12.99,2025-01-17,Premium,2025-03-18,active,True,60 days
T58309898183,16620,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T90983657338,16620,4.99,2025-02-17,Student Plan,2025-03-19,churned,False,30 days
T97419885436,16621,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T92604876589,16621,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T87373801199,16622,7.99,2025-01-17,Standard,2025-02-16,active,True,30 days
T70424056066,16622,12.99,2025-02-18,Premium,2025-04-19,active,True,60 days
T80854411971,16623,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T67993321056,16623,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T72966544462,16624,4.99,2025-01-17,Student Plan,2025-02-16,active,True,30 days
T96868843446,16624,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30 days
T64855785428,16625,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T55244677008,16625,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T75102264138,16626,12.99,2025-01-18,Premium,2025-03-19,churned,False,60 days
T74141283557,16627,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T91767045810,16627,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30 days
T71454273021,16628,4.99,2025-01-18,Student Plan,2025-02-17,churned,False,30 days
T95722502134,16629,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T73823217768,16629,7.99,2025-02-20,Standard,2025-03-22,churned,False,30 days
T83763665028,16630,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T78456898809,16630,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T95188321782,16631,12.99,2025-01-18,Premium,2025-03-19,active,True,60 days
T65275485895,16632,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T57105143398,16632,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T89016932945,16633,12.99,2025-01-18,Premium,2025-03-19,active,True,60 days
T72525500418,16634,7.99,2025-01-18,Standard,2025-02-17,churned,False,30 days
T84855726676,16635,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T66896378832,16635,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T91784353946,16636,4.99,2025-01-18,Student Plan,2025-02-17,churned,False,30 days
T69726043968,16637,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T51368632852,16637,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T97289302953,16638,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T65357643423,16638,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T65249961085,16639,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T78309989688,16639,4.99,2025-02-19,Student Plan,2025-03-21,churned,False,30 days
T55876620679,16640,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T87546519458,16640,4.99,2025-02-20,Student Plan,2025-03-22,active,True,30 days
T69475390093,16641,12.99,2025-01-18,Premium,2025-03-19,active,True,60 days
T97786815355,16642,12.99,2025-01-18,Premium,2025-03-19,active,True,60 days
T83362863943,16643,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T79183199015,16643,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T98652310764,16644,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T69367587624,16644,7.99,2025-02-22,Standard,2025-03-24,churned,False,30 days
T54514808028,16645,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T92905144441,16645,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30 days
T53658817198,16646,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T71832553997,16646,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T70580704993,16647,4.99,2025-01-18,Student Plan,2025-02-17,churned,False,30 days
T87001845707,16648,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30 days
T96719163672,16648,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T66306534333,16649,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T62975655378,16649,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T89314337065,16650,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T79099500155,16650,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T77274190844,16651,12.99,2025-01-18,Premium,2025-03-19,active,True,60 days
T77028920501,16652,12.99,2025-01-19,Premium,2025-03-20,active,True,60 days
T61036046745,16653,12.99,2025-01-19,Premium,2025-03-20,active,True,60 days
T71260166596,16654,12.99,2025-01-19,Premium,2025-03-20,churned,False,60 days
T50675327537,16655,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T88971407057,16655,12.99,2025-02-23,Premium,2025-04-24,active,True,60 days
T69202038409,16656,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T69718246734,16656,7.99,2025-02-22,Standard,2025-03-24,churned,False,30 days
T65124960147,16657,7.99,2025-01-19,Standard,2025-02-18,churned,False,30 days
T58219669171,16658,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T60390563495,16658,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T82665814671,16659,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T62474864657,16659,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T85004917942,16660,12.99,2025-01-19,Premium,2025-03-20,active,True,60 days
T88009864027,16661,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T84950461603,16661,4.99,2025-02-21,Student Plan,2025-03-23,churned,False,30 days
T53196609013,16662,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T58396435721,16662,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T82133445684,16663,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T77939770579,16663,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T54392453250,16664,12.99,2025-01-19,Premium,2025-03-20,churned,False,60 days
T68207728858,16665,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T91108087944,16665,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T72307201018,16666,7.99,2025-01-19,Standard,2025-02-18,churned,False,30 days
T94884672711,16667,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T73186661491,16667,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T59734038244,16668,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T99422234899,16668,7.99,2025-02-21,Standard,2025-03-23,churned,False,30 days
T55053426587,16669,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T96261198760,16669,4.99,2025-02-20,Student Plan,2025-03-22,active,True,30 days
T73671037082,16670,12.99,2025-01-19,Premium,2025-03-20,active,True,60 days
T85840902519,16671,12.99,2025-01-19,Premium,2025-03-20,active,True,60 days
T63694938046,16672,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T61252835370,16672,4.99,2025-02-20,Student Plan,2025-03-22,active,True,30 days
T51461241603,16673,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T59245223452,16673,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T67316995282,16674,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T99358059194,16674,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T62460996982,16675,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T76671989352,16675,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T80294433293,16676,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T82110777224,16677,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T57147877541,16678,7.99,2025-01-20,Standard,2025-02-19,churned,False,30 days
T98812075816,16679,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T70332837281,16680,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T52178317327,16680,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T52341981659,16681,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T96333511880,16681,7.99,2025-02-21,Standard,2025-03-23,churned,False,30 days
T96333511880,16681,7.99,2025-02-21,Standard,2025-03-23,churned,False,30 days
T93023221783,16682,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T65779379846,16682,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T94006506618,16683,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T76496070320,16684,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T97272366691,16684,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T50964303149,16685,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T88452390448,16686,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T59716485825,16687,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30 days
T99007954756,16687,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T82468799710,16688,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30 days
T98325199360,16688,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T98325199360,16688,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T88340018626,16689,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T78449181972,16689,7.99,2025-02-20,Standard,2025-03-22,active,True,30 days
T97060416546,16690,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T87614882964,16691,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T59624090582,16691,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T84218963808,16692,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T68430031878,16693,7.99,2025-01-20,Standard,2025-02-19,churned,False,30 days
T79330351105,16694,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T67433680212,16695,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T54660990014,16696,12.99,2025-01-20,Premium,2025-03-21,churned,False,60 days
T53492919080,16697,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T94363836437,16697,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T50652371998,16698,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T69825557442,16699,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T55100686727,16699,7.99,2025-02-24,Standard,2025-03-26,churned,False,30 days
T79008683563,16700,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T81571021916,16701,7.99,2025-01-20,Standard,2025-02-19,churned,False,30 days
T86198330686,16702,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T98806001163,16703,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T98071731011,16704,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30 days
T80678564711,16704,12.99,2025-02-22,Premium,2025-04-23,active,True,60 days
T73292289627,16705,12.99,2025-01-20,Premium,2025-03-21,active,True,60 days
T87969351337,16706,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30 days
T90594442634,16706,4.99,2025-02-22,Student Plan,2025-03-24,churned,False,30 days
T54616216027,16707,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T64898735526,16707,4.99,2025-02-25,Student Plan,2025-03-27,active,True,30 days
T75761789403,16708,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T98312224199,16708,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T67280354444,16709,12.99,2025-01-21,Premium,2025-03-22,churned,False,60 days
T53767337201,16710,4.99,2025-01-21,Student Plan,2025-02-20,churned,False,30 days
T66471676764,16711,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T86508375404,16711,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T57303573399,16712,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T57303573399,16712,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T99749998934,16713,7.99,2025-01-21,Standard,2025-02-20,churned,False,30 days
T75955619468,16714,12.99,2025-01-21,Premium,2025-03-22,churned,False,60 days
T53740356180,16715,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T76265641896,16716,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T58824143988,16717,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T68152082645,16717,12.99,2025-02-22,Premium,2025-04-23,active,True,60 days
T96626596809,16718,7.99,2025-01-21,Standard,2025-02-20,churned,False,30 days
T62586697256,16719,4.99,2025-01-21,Student Plan,2025-02-20,churned,False,30 days
T98257272169,16720,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T70663063583,16721,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T61934338359,16722,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T72009986652,16722,7.99,2025-02-24,Standard,2025-03-26,churned,False,30 days
T56322310158,16723,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T71070843119,16723,4.99,2025-02-25,Student Plan,2025-03-27,active,True,30 days
T52680662422,16724,4.99,2025-01-21,Student Plan,2025-02-20,churned,False,30 days
T51756948251,16725,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T99825603137,16725,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T58032844428,16726,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T87825044832,16726,12.99,2025-02-23,Premium,2025-04-24,active,True,60 days
T93760396914,16727,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T73310296349,16727,4.99,2025-02-24,Student Plan,2025-03-26,active,True,30 days
T88780570411,16728,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T64028389812,16728,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T75629282493,16729,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T85272924497,16729,12.99,2025-02-23,Premium,2025-04-24,active,True,60 days
T64070756232,16730,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T64253326480,16731,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T89797646043,16732,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T56682285744,16733,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T55452498796,16734,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T67915038671,16735,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T70712383144,16735,4.99,2025-02-23,Student Plan,2025-03-25,active,True,30 days
T82604635757,16736,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T82396568535,16737,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T89055242955,16737,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T92691140962,16738,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T90046925257,16738,4.99,2025-02-26,Student Plan,2025-03-28,active,True,30 days
T60213061830,16739,4.99,2025-01-22,Student Plan,2025-02-21,churned,False,30 days
T88921352982,16740,4.99,2025-01-22,Student Plan,2025-02-21,churned,False,30 days
T65425985358,16741,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T90564410542,16741,4.99,2025-02-25,Student Plan,2025-03-27,active,True,30 days
T71197243067,16742,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T55484716801,16742,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T50255612954,16743,7.99,2025-01-22,Standard,2025-02-21,churned,False,30 days
T65605559003,16744,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T87906262783,16744,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T87301576251,16745,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T87301576251,16745,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T80828027069,16745,4.99,2025-02-24,Student Plan,2025-03-26,churned,False,30 days
T64576958300,16746,12.99,2025-01-22,Premium,2025-03-23,active,True,60 days
T59664233596,16747,12.99,2025-01-22,Premium,2025-03-23,active,True,60 days
T93067315271,16748,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T65003858177,16748,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T74411352242,16749,12.99,2025-01-22,Premium,2025-03-23,active,True,60 days
T83580806420,16750,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T66758531193,16750,4.99,2025-02-25,Student Plan,2025-03-27,active,True,30 days
T64952111538,16751,7.99,2025-01-22,Standard,2025-02-21,churned,False,30 days
T74165430005,16752,12.99,2025-01-22,Premium,2025-03-23,active,True,60 days
T97202660983,16753,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T73078206979,16753,4.99,2025-02-23,Student Plan,2025-03-25,active,True,30 days
T91121979342,16754,7.99,2025-01-22,Standard,2025-02-21,churned,False,30 days
T83381297129,16755,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T83794769897,16755,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T64243328180,16756,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T81272396834,16756,4.99,2025-02-24,Student Plan,2025-03-26,active,True,30 days
