rating_id,user_id,movie_id,rating,review_date,year_month,title
R32892,15228,2835,3.5,2025-02-27,2025-02,Wind River
R32893,16767,2401,3.5,2025-02-27,2025-02,Mary Queen of Scots
R32894,16580,2055,3.5,2025-02-27,2025-02,The Age of Adaline
R32895,15761,1898,4.5,2025-02-27,2025-02,Yes Day
R32896,16398,2472,4.0,2025-02-27,2025-02,Across the Universe
R32897,16837,3655,3.0,2025-02-27,2025-02,Equilibrium
R32898,16611,3268,4.5,2025-02-27,2025-02,Sleepless in Seattle
R32899,15656,446,4.5,2025-02-27,2025-02,Sing 2
R32900,16148,3439,5.0,2025-02-27,2025-02,Barbarella
R32901,15568,2912,5.0,2025-02-27,2025-02,A Cure for Wellness
R32902,16783,1959,4.5,2025-02-27,2025-02,Shark Tale
R32903,15721,940,5.0,2025-02-27,2025-02,Corpse Bride
R32904,15703,2407,4.0,2025-02-27,2025-02,Munich
R32905,15339,1003,3.5,2025-02-27,2025-02,Hop
R32906,15965,3778,5.0,2025-02-27,2025-02,The Replacements
R32907,15920,3163,4.5,2025-02-27,2025-02,The Terminal
R32908,16275,3410,5.0,2025-02-27,2025-02,Star Wars: Episode I - The Phantom Menace
R32909,16595,2116,5.0,2025-02-27,2025-02,The Wizard of Oz
R32910,15830,834,5.0,2025-02-27,2025-02,The Mitchells vs the Machines
R32911,16907,3224,4.5,2025-02-27,2025-02,Ghost
R32912,15237,2830,4.0,2025-02-27,2025-02,The Hateful Eight
R32913,16303,643,5.0,2025-02-27,2025-02,Cast Away
R32914,15372,410,4.0,2025-02-27,2025-02,The Hunger Games
R32915,16166,3842,4.5,2025-02-27,2025-02,Glory Road
R32916,16281,4212,2.0,2025-02-27,2025-02,Black Crab
R32917,16278,2050,4.5,2025-02-27,2025-02,The School for Good and Evil
R32918,15708,662,5.0,2025-02-27,2025-02,The Parent Trap
R32919,15169,2723,3.5,2025-02-27,2025-02,Green Room
R32920,16413,3056,4.5,2025-02-27,2025-02,After
R32921,16685,2825,3.5,2025-02-27,2025-02,Clue
R32922,16722,3021,2.0,2025-02-27,2025-02,The Dreamers
R32923,15179,2282,4.5,2025-02-27,2025-02,Perfume: The Story of a Murderer
R32924,15877,574,5.0,2025-02-27,2025-02,Spider-Man: Homecoming
R32925,15477,3000,4.5,2025-02-27,2025-02,Forrest Gump
R32926,15701,40,4.5,2025-02-27,2025-02,Strange World
R32927,16832,1199,4.0,2025-02-27,2025-02,Only the Brave
R32928,16284,2730,2.5,2025-02-27,2025-02,The Conjuring: The Devil Made Me Do It
R32929,15358,950,4.5,2025-02-27,2025-02,The Secret World of Arrietty
R32930,16483,3742,4.5,2025-02-27,2025-02,Creed II
R32931,16454,854,5.0,2025-02-27,2025-02,Big Hero 6
R32932,15731,2270,5.0,2025-02-27,2025-02,Wreck-It Ralph
R32933,15917,4088,3.5,2025-02-27,2025-02,Apocalypse Now
R32934,16322,1229,3.0,2025-02-27,2025-02,The Dig
R32935,16360,4040,3.5,2025-02-27,2025-02,Promising Young Woman
R32936,16517,1294,4.0,2025-02-27,2025-02,Chaplin
R32937,15785,3775,4.5,2025-02-27,2025-02,Vision Quest
R32938,16822,2663,2.5,2025-02-27,2025-02,Escape Room
R32939,16284,530,3.5,2025-02-27,2025-02,Zootopia
R32940,16543,2366,3.5,2025-02-27,2025-02,Kingdom of Heaven
R32941,15334,3061,5.0,2025-02-27,2025-02,Cast Away
R32942,15833,2095,5.0,2025-02-27,2025-02,The Shape of Water
R32943,16378,1822,4.0,2025-02-27,2025-02,The NeverEnding Story
R32944,16430,2116,4.5,2025-02-27,2025-02,The Wizard of Oz
R32945,16428,3681,5.0,2025-02-27,2025-02,Tomorrowland
R32946,16789,234,4.0,2025-02-27,2025-02,Dune
R32947,15274,2349,3.0,2025-02-27,2025-02,The Woman King
R32948,16747,3578,2.0,2025-02-27,2025-02,Battleship
R32949,15910,526,2.5,2025-02-27,2025-02,Disenchanted
R32950,16437,154,5.0,2025-02-27,2025-02,The Rock
R32951,16360,1422,4.5,2025-02-27,2025-02,21 Jump Street
R32952,15535,3014,4.5,2025-02-27,2025-02,Eternal Sunshine of the Spotless Mind
R32953,16565,1155,5.0,2025-02-27,2025-02,Malcolm X
R32954,16451,378,4.0,2025-02-27,2025-02,King Kong
R32955,16416,2328,2.5,2025-02-27,2025-02,Gremlins
R32956,16937,3721,5.0,2025-02-27,2025-02,Piranha 3DD
R32957,16681,187,4.5,2025-02-27,2025-02,Angel Has Fallen
R32958,15158,1839,4.5,2025-02-27,2025-02,Who Framed Roger Rabbit
R32959,16907,2825,3.0,2025-02-27,2025-02,Clue
R32960,16278,2663,3.5,2025-02-27,2025-02,Escape Room
R32961,16422,675,4.0,2025-02-27,2025-02,Spider-Man 3
R32962,15520,1422,3.5,2025-02-27,2025-02,21 Jump Street
R32963,15271,109,1.5,2025-02-27,2025-02,The Terminator
R32964,16117,2487,3.5,2025-02-27,2025-02,Changeling
R32965,16148,1164,4.0,2025-02-27,2025-02,"I, Tonya"
R32966,15335,527,4.0,2025-02-27,2025-02,You Only Live Twice
R32967,15198,3163,5.0,2025-02-27,2025-02,The Terminal
R32968,15889,3787,4.5,2025-02-27,2025-02,Real Steel
R32969,15554,1022,0.0,2025-02-27,2025-02,All Dogs Go to Heaven
R32970,15968,504,2.5,2025-02-27,2025-02,Indiana Jones and the Temple of Doom
R32971,15314,882,4.5,2025-02-27,2025-02,The Secret Life of Pets
R32972,15306,1227,4.5,2025-02-27,2025-02,The Lost City of Z
R32973,15479,212,5.0,2025-02-27,2025-02,Fast & Furious Presents: Hobbs & Shaw
R32974,16353,1462,3.5,2025-02-27,2025-02,Fantastic Mr. Fox
R32975,15082,3421,5.0,2025-02-27,2025-02,A Quiet Place Part II
R32976,16595,3344,5.0,2025-02-27,2025-02,Back to the Future
R32977,16747,360,3.0,2025-02-27,2025-02,Deep Blue Sea
R32978,16793,3462,3.5,2025-02-27,2025-02,E.T.
R32979,15673,2879,5.0,2025-02-27,2025-02,Mother!
R32980,16353,2839,4.5,2025-02-27,2025-02,Basic Instinct
R32981,16543,823,4.5,2025-02-27,2025-02,Ice Age
R32982,15978,2041,5.0,2025-02-27,2025-02,About Time
R32983,16832,3001,4.0,2025-02-27,2025-02,Grease
R32984,16260,1732,3.5,2025-02-27,2025-02,Beauty and the Beast
R32985,16700,2607,3.0,2025-02-27,2025-02,Haunt
R32986,15820,2160,4.5,2025-02-27,2025-02,Tomb Raider
R32987,16486,2591,1.0,2025-02-27,2025-02,The Mist
R32988,16600,3759,5.0,2025-02-27,2025-02,Kingpin
R32989,16481,360,5.0,2025-02-27,2025-02,Deep Blue Sea
R32990,15817,378,4.5,2025-02-27,2025-02,King Kong
R32991,15217,3065,4.5,2025-02-27,2025-02,Malena
R32992,15814,1136,3.5,2025-02-27,2025-02,An American Crime
R32993,15570,2472,4.0,2025-02-27,2025-02,Across the Universe
R32994,15693,504,3.5,2025-02-27,2025-02,Indiana Jones and the Temple of Doom
R32995,16856,1715,4.0,2025-02-27,2025-02,Cars
R32996,16290,240,4.0,2025-02-27,2025-02,Starship Troopers
R32997,16765,2176,5.0,2025-02-27,2025-02,Jumanji
R32998,16515,2699,1.5,2025-02-27,2025-02,The Price We Pay
R32999,15271,511,4.0,2025-02-27,2025-02,The Martian
R33000,16018,1991,5.0,2025-02-27,2025-02,Pattie et la colère de Poséidon
R33001,16688,3405,5.0,2025-02-27,2025-02,Idiocracy
R33002,16779,261,4.5,2025-02-27,2025-02,2 Fast 2 Furious
R33003,15372,275,2.0,2025-02-27,2025-02,Creed II
R33004,16411,968,2.0,2025-02-27,2025-02,Ice Age: Collision Course
R33005,16394,1039,5.0,2025-02-27,2025-02,Bambi
R33006,16669,329,4.5,2025-02-27,2025-02,The Old Guard
R33007,16802,2591,3.0,2025-02-27,2025-02,The Mist
R33008,15375,1731,4.5,2025-02-27,2025-02,Inside Out
R33009,15944,2631,3.5,2025-02-27,2025-02,Play Dead
R33010,16702,2202,5.0,2025-02-27,2025-02,The Lego Movie
R33011,15788,2103,4.0,2025-02-27,2025-02,Shrek 2
R33012,16673,166,3.5,2025-02-27,2025-02,Flushed Away
R33013,15362,194,4.5,2025-02-27,2025-02,Con Air
R33014,16862,2116,4.5,2025-02-27,2025-02,The Wizard of Oz
R33015,15858,166,5.0,2025-02-27,2025-02,Flushed Away
R33016,16624,2393,2.0,2025-02-27,2025-02,Robin Hood
R33017,16500,322,4.5,2025-02-27,2025-02,Taken
R33018,16685,1185,4.5,2025-02-27,2025-02,The Highwaymen
R33019,15632,1152,4.0,2025-02-27,2025-02,Corsage
R33020,15891,3185,5.0,2025-02-27,2025-02,50 First Dates
R33021,15989,698,5.0,2025-02-27,2025-02,San Andreas
R33022,15947,1850,5.0,2025-02-27,2025-02,The Jungle Book
R33023,15656,1950,3.5,2025-02-27,2025-02,The Road to El Dorado
R33024,16125,3900,4.5,2025-02-27,2025-02,The Wizard
R33025,15301,1387,4.5,2025-02-27,2025-02,Poker Face
R33026,16319,1841,3.5,2025-02-27,2025-02,Secret Headquarters
R33027,15898,2975,5.0,2025-02-27,2025-02,Citizen Kane
R33028,15202,895,4.0,2025-02-27,2025-02,Chicken Run
R33029,16346,895,0.0,2025-02-27,2025-02,Chicken Run
R33030,16835,3485,4.5,2025-02-27,2025-02,In Time
R33031,16709,569,5.0,2025-02-27,2025-02,Shrek 2
R33032,15965,2041,5.0,2025-02-27,2025-02,About Time
R33033,16321,1107,2.5,2025-02-27,2025-02,Tetris
R33034,16835,2835,4.0,2025-02-27,2025-02,Wind River
R33035,16360,942,3.0,2025-02-27,2025-02,Paprika
R33036,15851,1418,4.0,2025-02-27,2025-02,Lou
R33037,16904,4044,4.0,2025-02-27,2025-02,Poker Face
R33038,16767,3021,4.0,2025-02-27,2025-02,The Dreamers
R33039,16486,1734,4.0,2025-02-27,2025-02,Kung Fu Panda
R33040,15703,2195,4.5,2025-02-27,2025-02,Mary Poppins
R33041,15363,1596,4.5,2025-02-27,2025-02,The Basketball Diaries
R33042,15380,3778,5.0,2025-02-27,2025-02,The Replacements
R33043,16500,2494,4.0,2025-02-27,2025-02,The Finest Hours
R33044,16617,488,4.5,2025-02-27,2025-02,The Lion King
R33045,15000,1767,4.0,2025-02-27,2025-02,Enchanted
R33046,15656,3586,5.0,2025-02-27,2025-02,Knowing
R33047,15645,1978,5.0,2025-02-27,2025-02,Clash of the Titans
R33048,15999,4225,3.5,2025-02-27,2025-02,Tears of the Sun
R33049,15107,2133,3.5,2025-02-27,2025-02,Percy Jackson & the Olympians: The Lightning Thief
R33050,16600,2762,4.0,2025-02-27,2025-02,Where the Crawdads Sing
R33051,16430,1494,4.0,2025-02-27,2025-02,Chicago
R33052,16811,2092,5.0,2025-02-27,2025-02,Suspiria
R33053,16355,4200,3.0,2025-02-27,2025-02,Heartbreak Ridge
R33054,15514,2268,5.0,2025-02-27,2025-02,My Neighbor Totoro
R33055,16855,3604,4.5,2025-02-27,2025-02,Finch
R33056,15463,3742,4.5,2025-02-27,2025-02,Creed II
R33057,15224,3651,5.0,2025-02-27,2025-02,The Final Countdown
R33058,16447,1011,4.5,2025-02-27,2025-02,Bedknobs and Broomsticks
R33059,15130,3172,4.5,2025-02-27,2025-02,The Little Mermaid
R33060,15808,833,4.0,2025-02-27,2025-02,Madagascar
R33061,15900,4214,3.5,2025-02-27,2025-02,The Monuments Men
R33062,16152,1369,3.5,2025-02-27,2025-02,"Three Billboards Outside Ebbing, Missouri"
R33063,15568,2946,4.5,2025-02-27,2025-02,Cloud Atlas
R33064,16413,970,5.0,2025-02-27,2025-02,Cool World
R33065,16730,1962,5.0,2025-02-27,2025-02,Home Alone 2: Lost in New York
R33066,16688,224,4.5,2025-02-27,2025-02,Star Wars: Episode V - The Empire Strikes Back
R33067,16475,2268,4.0,2025-02-27,2025-02,My Neighbor Totoro
R33068,15398,1978,4.0,2025-02-27,2025-02,Clash of the Titans
R33069,16313,908,4.5,2025-02-27,2025-02,Red Shoes and the Seven Dwarfs
R33070,15270,1255,4.0,2025-02-27,2025-02,The Last Emperor
R33071,15209,4049,4.0,2025-02-27,2025-02,Eyes Wide Shut
R33072,16897,126,4.5,2025-02-27,2025-02,Oblivion
R33073,15291,1909,4.5,2025-02-27,2025-02,Cars 3
R33074,15072,3040,3.0,2025-02-27,2025-02,The Lobster
R33075,16458,3892,4.5,2025-02-27,2025-02,Fantasy Football
R33076,16730,2779,5.0,2025-02-27,2025-02,Prisoners
R33077,16748,1887,5.0,2025-02-27,2025-02,Finding Dory
R33078,16564,2000,3.0,2025-02-27,2025-02,Despicable Me 3
R33079,16356,3299,4.5,2025-02-27,2025-02,Anna Karenina
R33080,16422,1384,2.0,2025-02-27,2025-02,The Outfit
R33081,16787,747,4.0,2025-02-27,2025-02,Suzume
R33082,16279,569,4.5,2025-02-27,2025-02,Shrek 2
R33083,16515,2503,3.5,2025-02-27,2025-02,Selma
R33084,15992,4000,5.0,2025-02-27,2025-02,Dunkirk
R33085,16721,3268,4.5,2025-02-27,2025-02,Sleepless in Seattle
R33086,15023,3021,4.5,2025-02-27,2025-02,The Dreamers
R33087,16826,3399,4.5,2025-02-27,2025-02,Glass
R33088,16484,2291,5.0,2025-02-28,2025-02,Eraserhead
R33089,15700,2799,4.5,2025-02-28,2025-02,Last Night in Soho
R33090,16355,2942,4.5,2025-02-28,2025-02,Birth
R33091,15932,2549,1.0,2025-02-28,2025-02,Creature from the Black Lagoon
R33092,16755,1164,4.0,2025-02-28,2025-02,"I, Tonya"
R33093,15965,2027,5.0,2025-02-28,2025-02,Roald Dahl's Matilda the Musical
R33094,15352,3218,4.0,2025-02-28,2025-02,Walk the Line
R33095,15703,1013,5.0,2025-02-28,2025-02,The Rescuers Down Under
R33096,15229,1175,5.0,2025-02-28,2025-02,Eat Pray Love
R33097,16835,426,3.5,2025-02-28,2025-02,Minions: The Rise of Gru
R33098,16879,1371,3.5,2025-02-28,2025-02,Irreversible
R33099,15078,279,4.5,2025-02-28,2025-02,Batman
R33100,15336,908,5.0,2025-02-28,2025-02,Red Shoes and the Seven Dwarfs
R33101,15649,1054,3.0,2025-02-28,2025-02,The Witcher: Nightmare of the Wolf
R33102,16809,3949,0.0,2025-02-28,2025-02,Don't Worry Darling
R33103,16893,488,5.0,2025-02-28,2025-02,The Lion King
R33104,16642,2223,3.5,2025-02-28,2025-02,Monty Python and the Holy Grail
R33105,15344,279,3.0,2025-02-28,2025-02,Batman
R33106,15735,1596,2.5,2025-02-28,2025-02,The Basketball Diaries
R33107,15078,2828,5.0,2025-02-28,2025-02,Ready or Not
R33108,16797,1732,4.0,2025-02-28,2025-02,Beauty and the Beast
R33109,15676,1839,5.0,2025-02-28,2025-02,Who Framed Roger Rabbit
R33110,15687,3772,5.0,2025-02-28,2025-02,The Fighter
R33111,16711,793,4.5,2025-02-28,2025-02,Disenchanted
R33112,15103,3988,4.5,2025-02-28,2025-02,Emily the Criminal
R33113,15732,17,4.0,2025-02-28,2025-02,Black Adam
R33114,16041,1945,4.0,2025-02-28,2025-02,Meet the Robinsons
R33115,15136,2366,4.0,2025-02-28,2025-02,Kingdom of Heaven
R33116,15396,1208,4.5,2025-02-28,2025-02,Fighting with My Family
R33117,15669,968,5.0,2025-02-28,2025-02,Ice Age: Collision Course
R33118,16832,2012,4.0,2025-02-28,2025-02,Avatar: The Way of Water
R33119,16958,204,5.0,2025-02-28,2025-02,Wonder Woman
R33120,16582,302,4.5,2025-02-28,2025-02,Zombieland
R33121,15275,1168,3.0,2025-02-28,2025-02,Hachi: A Dog's Tale
R33122,16864,2369,4.0,2025-02-28,2025-02,History of the World: Part I
R33123,15690,3162,5.0,2025-02-28,2025-02,Perfect Sense
R33124,16811,799,4.5,2025-02-28,2025-02,DC League of Super-Pets
R33125,16413,1457,4.0,2025-02-28,2025-02,The Godfather Part III
R33126,15351,3148,4.0,2025-02-28,2025-02,Lolita
R33127,15268,1690,5.0,2025-02-28,2025-02,Asterix & Obelix: The Middle Kingdom
R33128,15178,2598,1.5,2025-02-28,2025-02,The Exorcist
R33129,16462,488,4.0,2025-02-28,2025-02,The Lion King
R33130,15823,1341,4.5,2025-02-28,2025-02,Luther: The Fallen Sun
R33131,15904,1959,4.5,2025-02-28,2025-02,Shark Tale
R33132,15942,1054,5.0,2025-02-28,2025-02,The Witcher: Nightmare of the Wolf
R33133,15688,135,5.0,2025-02-28,2025-02,Captain America: The First Avenger
R33134,15968,1239,3.0,2025-02-28,2025-02,October Sky
R33135,16421,1039,4.5,2025-02-28,2025-02,Bambi
R33136,16863,2771,3.5,2025-02-28,2025-02,Old
R33137,16839,2540,2.5,2025-02-28,2025-02,Beast
R33138,15605,1665,4.0,2025-02-28,2025-02,Rambo: Last Blood
R33139,16625,4221,3.0,2025-02-28,2025-02,Letters from Iwo Jima
R33140,16098,3333,5.0,2025-02-28,2025-02,Legion of Super-Heroes
R33141,15535,921,5.0,2025-02-28,2025-02,The Book of Life
R33142,15249,2243,4.5,2025-02-28,2025-02,Sonic the Hedgehog
R33143,16866,1712,4.0,2025-02-28,2025-02,The Lion King
R33144,16862,2912,5.0,2025-02-28,2025-02,A Cure for Wellness
R33145,16130,1277,4.5,2025-02-28,2025-02,Benediction
R33146,16418,3172,4.0,2025-02-28,2025-02,The Little Mermaid
R33147,15332,4104,2.5,2025-02-28,2025-02,Casablanca
R33148,15306,3139,4.0,2025-02-28,2025-02,George of the Jungle
R33149,15107,1839,4.0,2025-02-28,2025-02,Who Framed Roger Rabbit
R33150,15802,4047,4.5,2025-02-28,2025-02,John Wick: Chapter 3 - Parabellum
R33151,16435,2123,5.0,2025-02-28,2025-02,Slumberland
R33152,15640,895,4.5,2025-02-28,2025-02,Chicken Run
R33153,15341,675,4.5,2025-02-28,2025-02,Spider-Man 3
R33154,15363,569,4.5,2025-02-28,2025-02,Shrek 2
R33155,15531,472,4.0,2025-02-28,2025-02,The Bad Guys
R33156,15363,2945,4.0,2025-02-28,2025-02,The Nun
R33157,15085,558,4.0,2025-02-28,2025-02,Thor: Ragnarok
R33158,15291,3548,4.5,2025-02-28,2025-02,Escape Room
R33159,15920,48,4.0,2025-02-28,2025-02,The Matrix
R33160,16631,2303,4.5,2025-02-28,2025-02,Max Steel
R33161,16356,1352,3.0,2025-02-28,2025-02,In Bruges
R33162,16486,2242,5.0,2025-02-28,2025-02,13 Going on 30
R33163,16839,4031,4.0,2025-02-28,2025-02,The Little Things
R33164,15871,4147,5.0,2025-02-28,2025-02,The Great Escape
R33165,15906,3698,5.0,2025-02-28,2025-02,In the Shadow of the Moon
R33166,16337,3004,3.5,2025-02-28,2025-02,Bones and All
R33167,16835,161,5.0,2025-02-28,2025-02,The Revenant
R33168,15007,1216,4.0,2025-02-28,2025-02,Wyatt Earp
R33169,15632,2730,2.5,2025-02-28,2025-02,The Conjuring: The Devil Made Me Do It
R33170,16916,1698,5.0,2025-02-28,2025-02,The Goonies
R33171,16577,3974,4.5,2025-02-28,2025-02,John Wick
R33172,16891,1868,5.0,2025-02-28,2025-02,Space Jam: A New Legacy
R33173,15275,3995,4.5,2025-02-28,2025-02,Shazam! Fury of the Gods
R33174,15635,1817,5.0,2025-02-28,2025-02,We Can Be Heroes
R33175,16422,3779,3.5,2025-02-28,2025-02,Home Team
R33176,15362,51,4.5,2025-02-28,2025-02,Independence Day
R33177,16062,1425,2.0,2025-02-28,2025-02,Now You See Me
R33178,15890,3578,4.5,2025-02-28,2025-02,Battleship
R33179,16003,3840,4.0,2025-02-28,2025-02,The Game Plan
R33180,16837,1688,2.5,2025-02-28,2025-02,Harry Potter and the Sorcerer's Stone
R33181,16405,972,5.0,2025-02-28,2025-02,The SpongeBob SquarePants Movie
R33182,16501,3488,5.0,2025-02-28,2025-02,The Happening
R33183,16605,2489,4.0,2025-02-28,2025-02,Freedom's Path
R33184,16575,1945,4.5,2025-02-28,2025-02,Meet the Robinsons
R33185,15838,118,4.5,2025-02-28,2025-02,Red Sparrow
R33186,15830,2031,5.0,2025-02-28,2025-02,Scott Pilgrim vs. the World
R33187,15338,3369,5.0,2025-02-28,2025-02,The Butterfly Effect
R33188,15519,1908,5.0,2025-02-28,2025-02,Fiddler on the Roof
R33189,16283,283,4.0,2025-02-28,2025-02,V for Vendetta
R33190,16345,3248,3.0,2025-02-28,2025-02,But I'm a Cheerleader
R33191,16842,3483,4.5,2025-02-28,2025-02,"I, Robot"
R33192,15687,2418,1.0,2025-02-28,2025-02,In the Heart of the Sea
R33193,16702,1390,4.0,2025-02-28,2025-02,The Irishman
R33194,15301,1909,5.0,2025-02-28,2025-02,Cars 3
R33195,16692,2352,1.0,2025-02-28,2025-02,Dunkirk
R33196,15228,3999,3.5,2025-02-28,2025-02,Fifty Shades of Grey
R33197,16904,1035,3.0,2025-02-28,2025-02,The Sword in the Stone
R33198,15632,2549,1.0,2025-02-28,2025-02,Creature from the Black Lagoon
R33199,15156,1101,1.5,2025-02-28,2025-02,The Big Short
R33200,15582,1134,4.5,2025-02-28,2025-02,The Pursuit of Happyness
R33201,16600,3218,4.5,2025-02-28,2025-02,Walk the Line
R33202,16362,2308,5.0,2025-02-28,2025-02,Triangle
R33203,15687,3742,4.0,2025-02-28,2025-02,Creed II
R33204,16375,2494,2.5,2025-02-28,2025-02,The Finest Hours
R33205,16690,109,4.0,2025-02-28,2025-02,The Terminator
R33206,15581,2923,3.5,2025-02-28,2025-02,Sherlock Holmes
R33207,16690,1818,3.0,2025-02-28,2025-02,Sonic the Hedgehog
R33208,15139,3053,4.5,2025-02-28,2025-02,Dirty Dancing
R33209,15509,3778,3.0,2025-02-28,2025-02,The Replacements
R33210,16304,3150,2.5,2025-02-28,2025-02,Footloose
R33211,15627,375,2.5,2025-02-28,2025-02,Furious 6
R33212,16873,2663,3.0,2025-02-28,2025-02,Escape Room
R33213,16664,1307,4.5,2025-02-28,2025-02,Charlie Wilson's War
R33214,15559,1779,5.0,2025-02-28,2025-02,Alice in Wonderland
R33215,15587,4051,5.0,2025-02-28,2025-02,Blade Runner
R33216,15916,2317,4.0,2025-02-28,2025-02,Ghost Rider
R33217,16484,3040,5.0,2025-02-28,2025-02,The Lobster
R33218,15638,2945,3.0,2025-02-28,2025-02,The Nun
R33219,16611,4008,4.5,2025-02-28,2025-02,Kingsman: The Golden Circle
R33220,16447,526,5.0,2025-02-28,2025-02,Disenchanted
R33221,15509,3783,0.0,2025-02-28,2025-02,Cars 2
R33222,16501,1471,2.5,2025-02-28,2025-02,Den of Thieves
R33223,15825,3900,3.0,2025-02-28,2025-02,The Wizard
R33224,16838,2773,2.5,2025-02-28,2025-02,Decision to Leave
R33225,15877,725,4.5,2025-02-28,2025-02,Mulan
R33226,16084,2778,3.0,2025-02-28,2025-02,Last Seen Alive
R33227,16655,3900,2.5,2025-02-28,2025-02,The Wizard
R33228,15955,2027,2.5,2025-02-28,2025-02,Roald Dahl's Matilda the Musical
R33229,15319,2027,4.5,2025-02-28,2025-02,Roald Dahl's Matilda the Musical
R33230,15000,3696,5.0,2025-02-28,2025-02,Total Recall
R33231,16216,3516,5.0,2025-02-28,2025-02,Men in Black 3
R33232,16462,4221,4.0,2025-02-28,2025-02,Letters from Iwo Jima
R33233,16494,4019,3.5,2025-02-28,2025-02,The Stranger
R33234,15762,2289,4.0,2025-02-28,2025-02,How to Train Your Dragon: The Hidden World
R33235,15851,1294,4.0,2025-02-28,2025-02,Chaplin
R33236,15396,2607,3.5,2025-02-28,2025-02,Haunt
R33237,15277,462,4.5,2025-02-28,2025-02,GoldenEye
R33238,15332,2247,4.5,2025-02-28,2025-02,What Happened to Monday
R33239,16079,2549,2.5,2025-02-28,2025-02,Creature from the Black Lagoon
R33240,16079,3735,4.0,2025-02-28,2025-02,The Longest Yard
R33241,15975,109,5.0,2025-02-28,2025-02,The Terminator
R33242,16711,3742,4.0,2025-02-28,2025-02,Creed II
R33243,15941,2635,2.5,2025-02-28,2025-02,Jeepers Creepers
R33244,15794,516,4.0,2025-02-28,2025-02,Vacation
R33245,16019,676,5.0,2025-02-28,2025-02,War
R33246,15518,3056,4.5,2025-02-28,2025-02,After
R33247,16402,1477,3.5,2025-02-28,2025-02,Ocean's Eleven
R33248,15083,1771,3.5,2025-02-28,2025-02,Super Mario Bros.
R33249,15192,2873,4.5,2025-02-28,2025-02,Inside Man
R33250,15622,516,3.5,2025-02-28,2025-02,Vacation
R33251,15518,3299,4.5,2025-02-28,2025-02,Anna Karenina
R33252,15479,2817,4.5,2025-02-28,2025-02,Harry Potter and the Order of the Phoenix
R33253,16264,1818,2.5,2025-02-28,2025-02,Sonic the Hedgehog
R33254,16890,4025,4.0,2025-02-28,2025-02,Sharper
R33255,15530,1134,3.5,2025-02-28,2025-02,The Pursuit of Happyness
R33256,16638,174,5.0,2025-02-28,2025-02,Shooter
R33257,16073,1959,2.0,2025-02-28,2025-02,Shark Tale
R33258,16334,4019,4.5,2025-02-28,2025-02,The Stranger
R33259,15957,1227,4.0,2025-02-28,2025-02,The Lost City of Z
R33260,16273,3155,4.5,2025-02-28,2025-02,Downton Abbey: A New Era
R33261,16614,1595,4.5,2025-02-28,2025-02,Fruitvale Station
R33262,15941,1175,4.0,2025-02-28,2025-02,Eat Pray Love
R33263,16585,3141,5.0,2025-02-28,2025-02,Groundhog Day
R33264,15099,1527,4.0,2025-02-28,2025-02,Layer Cake
R33265,15272,1418,3.5,2025-02-28,2025-02,Lou
R33266,16008,3065,3.5,2025-02-28,2025-02,Malena
R33267,15701,3692,4.5,2025-02-28,2025-02,1984
R33268,16830,2607,3.0,2025-02-28,2025-02,Haunt
R33269,15125,819,2.5,2025-02-28,2025-02,Luca
R33270,16890,3061,4.5,2025-02-28,2025-02,Cast Away
R33271,15602,1138,2.5,2025-02-28,2025-02,The Post
R33272,15845,279,5.0,2025-02-28,2025-02,Batman
R33273,16428,3844,5.0,2025-02-28,2025-02,Rudy
R33274,16378,2050,4.5,2025-02-28,2025-02,The School for Good and Evil
R33275,15796,1185,4.0,2025-02-28,2025-02,The Highwaymen
R33276,16911,867,5.0,2025-02-28,2025-02,Paws of Fury: The Legend of Hank
R33277,16958,3090,3.5,2025-02-28,2025-02,Atonement
R33278,15396,909,2.5,2025-02-28,2025-02,PAW Patrol: The Movie
R33279,15702,2041,4.0,2025-02-28,2025-02,About Time
R33280,15353,285,4.0,2025-02-28,2025-02,Mortal Kombat
R33281,16457,2934,4.5,2025-02-28,2025-02,The Innocents
R33282,16702,2268,3.5,2025-02-28,2025-02,My Neighbor Totoro
R33283,16550,673,5.0,2025-02-28,2025-02,X-Men: Apocalypse
R33284,16368,2308,4.5,2025-02-28,2025-02,Triangle
R33285,15202,2366,4.0,2025-02-28,2025-02,Kingdom of Heaven
R33286,15638,823,4.0,2025-02-28,2025-02,Ice Age
R33287,15103,3548,3.5,2025-02-28,2025-02,Escape Room
R33288,15597,2132,0.0,2025-02-28,2025-02,Tangled
R33289,16241,1175,5.0,2025-02-28,2025-02,Eat Pray Love
R33290,16638,2730,1.0,2025-02-28,2025-02,The Conjuring: The Devil Made Me Do It
R33291,16392,3897,5.0,2025-02-28,2025-02,Radio
R33292,15169,438,5.0,2025-02-28,2025-02,Jurassic Park
R33293,15901,234,5.0,2025-02-28,2025-02,Dune
R33294,16187,689,2.5,2025-02-28,2025-02,Fantastic Beasts: The Crimes of Grindelwald
R33295,16412,2157,3.5,2025-02-28,2025-02,This Is the End
R33296,15358,1909,4.0,2025-02-28,2025-02,Cars 3
R33297,16386,1665,2.0,2025-02-28,2025-02,Rambo: Last Blood
R33298,15960,2495,3.0,2025-02-28,2025-02,The Birth of a Nation
R33299,16314,1314,4.5,2025-02-28,2025-02,All the Money in the World
R33300,15803,378,5.0,2025-02-28,2025-02,King Kong
